muni_code,dept_code,name,type,longitude,latitude,dane_code
68500,68,OIBA,Municipio,-73.299791,6.26521,68500
68502,68,ONZAGA,Municipio,-72.816766,6.344104,68502
68522,68,PALMAR,Municipio,-73.29109,6.537789,68522
68524,68,PALMAS DEL SOCORRO,Municipio,-73.287764,6.406139,68524
68533,68,PÁRAMO,Municipio,-73.17022,6.416811,68533
68547,68,PIEDECUESTA,Municipio,-73.054795,6.997245,68547
68549,68,PINCHOTE,Municipio,-73.174209,6.531552,68549
68572,68,PUENTE NACIONAL,Municipio,-73.677567,5.878381,68572
68573,68,PUERTO PARRA,Municipio,-74.056129,6.650785,68573
68575,68,PUERTO WILCHES,Municipio,-73.899909,7.344057,68575
68615,68,RIONEGRO,Municipio,-73.150177,7.265014,68615
68655,68,SABANA DE TORRES,Municipio,-73.49906,7.391919,68655
68669,68,SAN ANDRÉS,Municipio,-72.848864,6.811511,68669
68673,68,SAN BENITO,Municipio,-73.50907,6.126656,68673
68679,68,SAN GIL,Municipio,-73.134776,6.551952,68679
68682,68,SAN JOAQUÍN,Municipio,-72.867638,6.427548,68682
68684,68,SAN JOSÉ DE MIRANDA,Municipio,-72.733616,6.658995,68684
68686,68,SAN MIGUEL,Municipio,-72.644123,6.575315,68686
68689,68,SAN VICENTE DE CHUCURÍ,Municipio,-73.411024,6.880383,68689
68705,68,SANTA BÁRBARA,Municipio,-72.907445,6.990996,68705
68720,68,SANTA HELENA DEL OPÓN,Municipio,-73.616716,6.339565,68720
68745,68,SIMACOTA,Municipio,-73.337368,6.443469,68745
68755,68,SOCORRO,Municipio,-73.261198,6.46387,68755
68770,68,SUAITA,Municipio,-73.44165,6.101329,68770
68773,68,SUCRE,Municipio,-73.790975,5.918743,68773
68780,68,SURATÁ,Municipio,-72.984232,7.36658,68780
68820,68,TONA,Municipio,-72.967023,7.201417,68820
68855,68,VALLE DE SAN JOSÉ,Municipio,-73.143507,6.448028,68855
68861,68,VÉLEZ,Municipio,-73.672447,6.009275,68861
68867,68,VETAS,Municipio,-72.871041,7.30981,68867
68872,68,VILLANUEVA,Municipio,-73.174307,6.670078,68872
68895,68,ZAPATOCA,Municipio,-73.268034,6.814387,68895
70001,70,SINCELEJO,Municipio,-75.395445,9.302322,70001
70110,70,BUENAVISTA,Municipio,-74.972827,9.319794,70110
70124,70,CAIMITO,Municipio,-75.117141,8.789324,70124
70204,70,COLOSÓ,Municipio,-75.353256,9.494192,70204
70215,70,COROZAL,Municipio,-75.293048,9.318749,70215
70221,70,COVEÑAS,Municipio,-75.680158,9.402779,70221
70230,70,CHALÁN,Municipio,-75.312697,9.545352,70230
70233,70,EL ROBLE,Municipio,-75.198378,9.100647,70233
70235,70,GALERAS,Municipio,-75.04959,9.160379,70235
70265,70,GUARANDA,Municipio,-74.537749,8.468556,70265
70400,70,LA UNIÓN,Municipio,-75.276056,8.853975,70400
70418,70,LOS PALMITOS,Municipio,-75.268716,9.380269,70418
70429,70,MAJAGUAL,Municipio,-74.628077,8.541163,70429
70473,70,MORROA,Municipio,-75.305949,9.331395,70473
70508,70,OVEJAS,Municipio,-75.229037,9.527176,70508
70523,70,PALMITO,Municipio,-75.541264,9.333157,70523
70670,70,SAMPUÉS,Municipio,-75.380222,9.183193,70670
70678,70,SAN BENITO ABAD,Municipio,-75.031089,8.930108,70678
70702,70,SAN JUAN DE BETULIA,Municipio,-75.243565,9.273066,70702
70708,70,SAN MARCOS,Municipio,-75.133831,8.661774,70708
70713,70,SAN ONOFRE,Municipio,-75.522398,9.736955,70713
70717,70,SAN PEDRO,Municipio,-75.063647,9.39625,70717
70742,70,SAN LUIS DE SINCÉ,Municipio,-75.145999,9.244308,70742
70771,70,SUCRE,Municipio,-74.723175,8.811737,70771
70820,70,SANTIAGO DE TOLÚ,Municipio,-75.581112,9.525387,70820
70823,70,SAN JOSÉ DE TOLUVIEJO,Municipio,-75.44085,9.451819,70823
73001,73,IBAGUÉ,Municipio,-75.19425,4.432248,73001
73024,73,ALPUJARRA,Municipio,-74.9329,3.391548,73024
73026,73,ALVARADO,Municipio,-74.953418,4.567356,73026
73030,73,AMBALEMA,Municipio,-74.764429,4.782682,73030
73043,73,ANZOÁTEGUI,Municipio,-75.093772,4.631756,73043
73055,73,ARMERO,Municipio,-74.884438,5.030744,73055
73067,73,ATACO,Municipio,-75.382545,3.590591,73067
73124,73,CAJAMARCA,Municipio,-75.431971,4.438812,73124
73148,73,CARMEN DE APICALÁ,Municipio,-74.717633,4.152334,73148
73152,73,CASABIANCA,Municipio,-75.120966,5.078465,73152
73168,73,CHAPARRAL,Municipio,-75.480765,3.722918,73168
73200,73,COELLO,Municipio,-74.898464,4.287276,73200
73217,73,COYAIMA,Municipio,-75.193862,3.798036,73217
73226,73,CUNDAY,Municipio,-74.692227,4.059259,73226
73236,73,DOLORES,Municipio,-74.896761,3.539072,73236
73268,73,ESPINAL,Municipio,-74.885446,4.151314,73268
73270,73,FALAN,Municipio,-74.953007,5.123104,73270
73275,73,FLANDES,Municipio,-74.818763,4.276373,73275
73283,73,FRESNO,Municipio,-75.035722,5.153576,73283
73319,73,GUAMO,Municipio,-74.968135,4.030992,73319
73347,73,HERVEO,Municipio,-75.177151,5.080228,73347
73349,73,HONDA,Municipio,-74.75699,5.211816,73349
73352,73,ICONONZO,Municipio,-74.531969,4.176487,73352
73408,73,LÉRIDA,Municipio,-74.910716,4.862046,73408
73411,73,LÍBANO,Municipio,-75.061959,4.92042,73411
73443,73,SAN SEBASTIÁN DE MARIQUITA,Municipio,-74.889276,5.199708,73443
73449,73,MELGAR,Municipio,-74.641317,4.203655,73449
73461,73,MURILLO,Municipio,-75.171022,4.874341,73461
73483,73,NATAGAIMA,Municipio,-75.093182,3.624324,73483
73504,73,ORTEGA,Municipio,-75.222601,3.934916,73504
73520,73,PALOCABILDO,Municipio,-75.022167,5.120918,73520
73547,73,PIEDRAS,Municipio,-74.878106,4.543951,73547
73555,73,PLANADAS,Municipio,-75.644163,3.197911,73555
73563,73,PRADO,Municipio,-74.927447,3.750939,73563
73585,73,PURIFICACIÓN,Municipio,-74.935555,3.857246,73585
73616,73,RIOBLANCO,Municipio,-75.644069,3.529932,73616
73622,73,RONCESVALLES,Municipio,-75.605959,4.011567,73622
73624,73,ROVIRA,Municipio,-75.240648,4.239019,73624
73671,73,SALDAÑA,Municipio,-75.016852,3.929815,73671
73675,73,SAN ANTONIO,Municipio,-75.480074,3.914146,73675
73678,73,SAN LUIS,Municipio,-75.095804,4.133721,73678
73686,73,SANTA ISABEL,Municipio,-75.097934,4.713606,73686
73770,73,SUÁREZ,Municipio,-74.831885,4.048891,73770
73854,73,VALLE DE SAN JUAN,Municipio,-75.115669,4.197494,73854
73861,73,VENADILLO,Municipio,-74.929333,4.717878,73861
73870,73,VILLAHERMOSA,Municipio,-75.117729,5.030452,73870
73873,73,VILLARRICA,Municipio,-74.600285,3.936902,73873
76001,76,SANTIAGO DE CALI,Municipio,-76.52133,3.413686,76001
76020,76,ALCALÁ,Municipio,-75.779792,4.674994,76020
76036,76,ANDALUCÍA,Municipio,-76.167925,4.171713,76036
76041,76,ANSERMANUEVO,Municipio,-75.992003,4.794984,76041
76054,76,ARGELIA,Municipio,-76.119905,4.726945,76054
76100,76,BOLÍVAR,Municipio,-76.183583,4.337846,76100
76109,76,BUENAVENTURA,Municipio,-77.01074,3.875708,76109
76111,76,GUADALAJARA DE BUGA,Municipio,-76.298979,3.900736,76111
76113,76,BUGALAGRANDE,Municipio,-76.15682,4.208358,76113
76122,76,CAICEDONIA,Municipio,-75.830594,4.334808,76122
76126,76,CALIMA,Municipio,-76.484132,3.933664,76126
76130,76,CANDELARIA,Municipio,-76.346519,3.408354,76130
76147,76,CARTAGO,Municipio,-75.924374,4.742192,76147
76233,76,DAGUA,Municipio,-76.68886,3.657318,76233
76243,76,EL ÁGUILA,Municipio,-76.042779,4.906062,76243
76246,76,EL CAIRO,Municipio,-76.221611,4.760874,76246
76248,76,EL CERRITO,Municipio,-76.311972,3.684229,76248
76250,76,EL DOVIO,Municipio,-76.237084,4.510452,76250
76275,76,FLORIDA,Municipio,-76.234199,3.324118,76275
76306,76,GINEBRA,Municipio,-76.268068,3.724181,76306
76318,76,GUACARÍ,Municipio,-76.330911,3.761815,76318
76364,76,JAMUNDÍ,Municipio,-76.538472,3.258751,76364
76377,76,LA CUMBRE,Municipio,-76.56805,3.649268,76377
76400,76,LA UNIÓN,Municipio,-76.099661,4.533869,76400
76403,76,LA VICTORIA,Municipio,-76.036529,4.523603,76403
76497,76,OBANDO,Municipio,-75.974709,4.575712,76497
76520,76,PALMIRA,Municipio,-76.298846,3.531544,76520
76563,76,PRADERA,Municipio,-76.241799,3.419793,76563
76606,76,RESTREPO,Municipio,-76.523329,3.821351,76606
76616,76,RIOFRÍO,Municipio,-76.288313,4.156908,76616
76622,76,ROLDANILLO,Municipio,-76.152277,4.413601,76622
76670,76,SAN PEDRO,Municipio,-76.228692,3.995073,76670
76736,76,SEVILLA,Municipio,-75.931629,4.270714,76736
76823,76,TORO,Municipio,-76.076859,4.608085,76823
76828,76,TRUJILLO,Municipio,-76.318818,4.212037,76828
76834,76,TULUÁ,Municipio,-76.197731,4.085399,76834
76845,76,ULLOA,Municipio,-75.737808,4.703623,76845
76863,76,VERSALLES,Municipio,-76.199203,4.575019,76863
76869,76,VIJES,Municipio,-76.441804,3.698686,76869
76890,76,YOTOCO,Municipio,-76.382698,3.861241,76890
76892,76,YUMBO,Municipio,-76.499893,3.540097,76892
76895,76,ZARZAL,Municipio,-76.070795,4.392658,76895
81001,81,ARAUCA,Municipio,-70.747408,7.072726,81001
81065,81,ARAUQUITA,Municipio,-71.426733,7.02702,81065
81220,81,CRAVO NORTE,Municipio,-70.204286,6.303913,81220
81300,81,FORTUL,Municipio,-71.76877,6.796695,81300
81591,81,PUERTO RONDÓN,Municipio,-71.10339,6.281461,81591
81736,81,SARAVENA,Municipio,-71.872812,6.953926,81736
81794,81,TAME,Municipio,-71.754427,6.453324,81794
85001,85,YOPAL,Municipio,-72.396132,5.327102,85001
85010,85,AGUAZUL,Municipio,-72.546838,5.172641,85010
85015,85,CHÁMEZA,Municipio,-72.87016,5.214527,85015
85125,85,HATO COROZAL,Municipio,-71.764213,6.154099,85125
85136,85,LA SALINA,Municipio,-72.334978,6.127762,85136
85139,85,MANÍ,Municipio,-72.281384,4.81681,85139
85162,85,MONTERREY,Municipio,-72.894065,4.877017,85162
85225,85,NUNCHÍA,Municipio,-72.195323,5.636474,85225
85230,85,OROCUÉ,Municipio,-71.338533,4.790258,85230
85250,85,PAZ DE ARIPORO,Municipio,-71.890348,5.879827,85250
85263,85,PORE,Municipio,-71.99286,5.72773,85263
85279,85,RECETOR,Municipio,-72.760991,5.229181,85279
85300,85,SABANALARGA,Municipio,-73.038696,4.854787,85300
85315,85,SÁCAMA,Municipio,-72.250157,6.096738,85315
85325,85,SAN LUIS DE PALENQUE,Municipio,-71.732198,5.422397,85325
85400,85,TÁMARA,Municipio,-72.16165,5.829543,85400
85410,85,TAURAMENA,Municipio,-72.74662,5.018977,85410
85430,85,TRINIDAD,Municipio,-71.662812,5.412178,85430
85440,85,VILLANUEVA,Municipio,-72.927797,4.61035,85440
86001,86,MOCOA,Municipio,-76.654238,1.151172,86001
86219,86,COLÓN,Municipio,-76.972566,1.190133,86219
86320,86,ORITO,Municipio,-76.873276,0.663593,86320
86568,86,PUERTO ASÍS,Municipio,-76.496887,0.505627,86568
86569,86,PUERTO CAICEDO,Municipio,-76.606118,0.687784,86569
86571,86,PUERTO GUZMÁN,Municipio,-76.407663,0.962854,86571
86573,86,PUERTO LEGUÍZAMO,Municipio,-74.781842,-0.192318,86573
86749,86,SIBUNDOY,Municipio,-76.917814,1.20026,86749
86755,86,SAN FRANCISCO,Municipio,-76.879283,1.174194,86755
86757,86,SAN MIGUEL,Municipio,-76.91217,0.34346,86757
86760,86,SANTIAGO,Municipio,-77.002641,1.147076,86760
86865,86,VALLE DEL GUAMUEZ,Municipio,-76.906751,0.423506,86865
86885,86,VILLAGARZÓN,Municipio,-76.61721,1.028821,86885
88001,88,SAN ANDRÉS,Isla,-81.707181,12.578108,88001
88564,88,PROVIDENCIA,Municipio,-81.368386,13.373185,88564
91001,91,LETICIA,Municipio,-69.941721,-4.19895,91001
91263,91,EL ENCANTO,Área no municipalizada,-73.207114,-1.74806,91263
91405,91,LA CHORRERA,Área no municipalizada,-72.791889,-1.442617,91405
91407,91,LA PEDRERA,Área no municipalizada,-69.585499,-1.320301,91407
91430,91,LA VICTORIA,Área no municipalizada,-71.223208,0.054936,91430
91460,91,MIRITÍ - PARANÁ,Área no municipalizada,-70.98893,-0.888833,91460
91530,91,PUERTO ALEGRÍA,Área no municipalizada,-74.014461,-1.005674,91530
91536,91,PUERTO ARICA,Área no municipalizada,-71.752186,-2.147039,91536
91540,91,PUERTO NARIÑO,Municipio,-70.364937,-3.779934,91540
91669,91,PUERTO SANTANDER,Área no municipalizada,-72.384213,-0.621184,91669
91798,91,TARAPACÁ,Área no municipalizada,-69.741745,-2.890126,91798
94001,94,INÍRIDA,Municipio,-67.918613,3.866764,94001
94343,94,BARRANCOMINAS,Municipio,-69.814066,3.494178,94343
94883,94,SAN FELIPE,Área no municipalizada,-67.067848,1.912495,94883
94884,94,PUERTO COLOMBIA,Área no municipalizada,-67.566774,2.726438,94884
94885,94,LA GUADALUPE,Área no municipalizada,-66.963692,1.632464,94885
94886,94,CACAHUAL,Área no municipalizada,-67.413312,3.52617,94886
94887,94,PANA PANA,Área no municipalizada,-69.0099,1.865668,94887
94888,94,MORICHAL,Área no municipalizada,-69.919404,2.265132,94888
95001,95,SAN JOSÉ DEL GUAVIARE,Municipio,-72.639254,2.565932,95001
95015,95,CALAMAR,Municipio,-72.655197,1.960982,95015
95025,95,EL RETORNO,Municipio,-72.627304,2.330164,95025
95200,95,MIRAFLORES,Municipio,-71.950416,1.337539,95200
97001,97,MITÚ,Municipio,-70.232641,1.253151,97001
97161,97,CARURÚ,Municipio,-71.30221,1.016116,97161
97511,97,PACOA,Área no municipalizada,-71.004339,0.020698,97511
97666,97,TARAIRA,Municipio,-69.635497,-0.564984,97666
97777,97,PAPUNAHUA,Área no municipalizada,-70.76091,1.908124,97777
97889,97,YAVARATÉ,Área no municipalizada,-69.203337,0.609142,97889
99001,99,PUERTO CARREÑO,Municipio,-67.487095,6.186636,99001
99524,99,LA PRIMAVERA,Municipio,-70.410515,5.486309,99524
99624,99,SANTA ROSALÍA,Municipio,-70.859499,5.136393,99624
99773,99,CUMARIBO,Municipio,-69.795533,4.446352,99773
